Date,Open,High,Low,Close,Adj Close,Volume
2020-03-30,40.919998,42.320000,40.740002,41.770000,40.093971,31298300
2020-03-31,42.299999,44.490002,42.220001,43.220001,41.485790,39238000
2020-04-01,41.810001,44.119999,41.200001,43.369999,41.629768,37092100
2020-04-02,43.950001,44.570000,41.919998,42.779999,41.063442,34372600
2020-04-03,42.799999,42.869999,39.759998,40.500000,38.874931,31650000
2020-04-06,42.599998,43.389999,41.970001,43.130001,41.399403,32019300
2020-04-07,45.189999,45.500000,43.560001,43.779999,42.023319,34191900
2020-04-08,43.500000,44.250000,43.049999,43.509998,41.764153,29464500
2020-04-09,43.950001,44.470001,42.840000,43.279999,41.543381,29827800
2020-04-13,43.200001,44.570000,42.980000,44.570000,42.781620,22066800
2020-04-14,45.619999,46.000000,44.500000,44.529999,42.743225,24713600
2020-04-15,43.500000,43.900002,42.610001,43.189999,41.456993,28808700
2020-04-16,43.799999,43.990002,42.040001,42.759998,41.044247,24442900
2020-04-17,43.900002,44.230000,43.220001,44.000000,42.234493,23604600
2020-04-20,43.259998,43.259998,42.230000,42.459999,40.756283,29050700
2020-04-22,42.599998,43.240002,42.049999,42.900002,41.178631,22693600
2020-04-23,43.290001,44.689999,42.810001,43.509998,41.764153,27171100
2020-04-24,43.369999,44.200001,41.830002,43.759998,42.004120,55165900
2020-04-27,44.459999,45.049999,43.860001,44.549999,42.762421,25580600
2020-04-28,45.200001,45.290001,43.480000,44.610001,42.820015,25680000
2020-04-29,45.349998,47.380001,44.840000,46.730000,44.854950,33207500
2020-04-30,45.709999,46.169998,44.759998,44.860001,43.059986,25720300
2020-05-04,43.700001,44.330002,43.400002,43.930000,42.167301,16994300
2020-05-05,44.450001,45.029999,43.700001,43.700001,41.946529,19070600
2020-05-06,44.189999,44.759998,43.610001,44.330002,42.551250,26602700
2020-05-07,45.630001,46.980000,45.450001,46.049999,44.202232,42194300
2020-05-08,47.500000,48.959999,46.970001,48.849998,46.889881,33922800
2020-05-11,48.209999,49.250000,47.730000,47.730000,45.814823,24783100
2020-05-12,48.430000,48.599998,47.459999,47.459999,45.555656,21806900
2020-05-13,48.169998,49.180000,47.660000,48.540001,46.592323,34159500
2020-05-14,47.950001,48.459999,46.939999,48.090000,46.160381,35513400
2020-05-15,48.689999,49.299999,48.049999,48.049999,46.121983,35196100
2020-05-18,50.340000,51.599998,49.950001,51.259998,49.203182,41936200
2020-05-19,51.299999,52.709999,51.090000,52.299999,50.201450,27704400
2020-05-20,53.369999,53.669998,52.500000,52.500000,50.393429,27014500
2020-05-21,52.290001,52.660000,50.369999,51.130001,49.078400,41802300
2020-05-22,50.770000,51.099998,49.900002,50.270000,48.252907,23933600
2020-05-25,51.410000,51.680000,49.919998,50.099998,48.089725,21162000
2020-05-26,50.380001,50.520000,48.840000,49.200001,47.225842,28917800
2020-05-27,49.840000,50.830002,48.779999,50.639999,48.608059,31932100
2020-05-28,51.000000,51.650002,50.049999,50.090000,48.080128,23530900
2020-05-29,51.400002,53.000000,51.060001,53.000000,50.873363,92646300
2020-06-01,52.820000,53.849998,52.500000,53.419998,51.276512,27152300
2020-06-02,53.799999,53.799999,53.000000,53.419998,51.276512,25602700
2020-06-03,53.900002,54.340000,53.380001,53.660000,51.506882,31584300
2020-06-04,53.720001,55.700001,53.520000,55.660000,53.426632,37638600
2020-06-05,56.389999,56.700001,54.340000,54.610001,52.418762,39799100
2020-06-08,54.980000,55.650002,53.980000,54.779999,52.581940,27456500
2020-06-09,54.160000,54.990002,54.119999,54.990002,52.783516,19860000
2020-06-10,54.910000,55.200001,53.759998,54.200001,52.025215,24321300
2020-06-12,53.709999,54.049999,51.980000,53.400002,51.257317,31223700
2020-06-15,52.500000,54.430000,52.130001,53.880001,51.718056,27425600
2020-06-16,55.490002,55.500000,54.220001,55.389999,53.167465,29329400
2020-06-17,55.490002,56.439999,55.150002,56.200001,53.944965,27840000
2020-06-18,56.299999,56.540001,55.610001,56.169998,53.916164,25770000
2020-06-19,56.330002,56.599998,54.709999,55.169998,52.956291,38079900
2020-06-22,55.000000,55.349998,54.430000,55.000000,52.793114,14891400
2020-06-23,55.529999,56.560001,55.369999,55.590000,53.359440,18272700
2020-06-24,56.250000,56.259998,54.820000,55.389999,53.167465,18156600
2020-06-25,55.500000,56.150002,54.869999,56.000000,53.752991,17051900
2020-06-26,55.900002,56.950001,55.209999,55.619999,53.388237,21655500
2020-06-29,55.439999,55.910000,54.840000,55.630001,53.397835,15453400
2020-06-30,55.439999,56.540001,55.009998,55.919998,53.676197,27462900
2020-07-01,56.080002,56.080002,54.049999,54.540001,52.351574,28999400
2020-07-02,54.849998,55.740002,54.750000,55.490002,53.263454,24148500
2020-07-03,55.200001,55.700001,54.930000,55.259998,53.042679,7831800
2020-07-06,56.090000,56.740002,55.590000,56.570000,54.300117,23609900
2020-07-07,56.740002,56.980000,56.099998,56.369999,54.108143,13598400
2020-07-08,56.900002,57.720001,55.790001,57.320000,55.020023,32634600
2020-07-09,57.520000,57.680000,56.060001,56.419998,54.156136,19741600
2020-07-10,56.520000,57.299999,56.160000,56.970001,54.684071,14728100
2020-07-13,57.730000,59.220001,57.650002,57.650002,55.336784,28780200
2020-07-14,57.919998,61.970001,57.900002,61.700001,59.224277,52234500
2020-07-15,62.299999,62.930000,60.389999,61.790001,59.310665,29833100
2020-07-16,61.299999,61.689999,59.849998,60.119999,57.707672,22788400
2020-07-17,60.500000,61.250000,60.320000,61.040001,58.590759,18896400
2020-07-20,61.119999,61.490002,60.349998,60.799999,58.360386,16491500
2020-07-21,60.439999,60.480000,59.270000,59.700001,57.304527,29043600
2020-07-22,59.930000,60.250000,58.799999,59.240002,56.862984,19644700
2020-07-23,59.900002,60.160000,58.639999,58.849998,56.488632,17291900
2020-07-24,58.570000,58.849998,57.820000,58.599998,56.248661,22544100
2020-07-27,59.099998,61.630001,58.980000,61.369999,58.907516,35124800
2020-07-28,60.700001,61.160000,60.200001,60.340000,57.918846,21707500
2020-07-29,61.209999,62.950001,60.849998,62.950001,60.424118,29486600
2020-07-30,62.299999,62.369999,60.650002,61.270000,58.811531,32210700
2020-07-31,61.099998,62.209999,60.500000,60.709999,58.273998,26318800
2020-08-03,61.860001,62.669998,60.259998,60.259998,57.842052,35910500
2020-08-04,60.259998,60.840000,59.360001,60.700001,58.264400,182535800
2020-08-05,61.900002,62.900002,61.849998,62.189999,59.694614,36999600
2020-08-06,62.619999,62.880001,61.279999,61.830002,59.349060,22468400
2020-08-07,61.389999,61.389999,59.779999,60.450001,58.024433,28427400
2020-08-10,60.700001,62.200001,60.410000,62.200001,59.704212,29341400
2020-08-11,62.790001,62.820000,60.160000,60.279999,57.861252,23822800
2020-08-12,60.880001,62.290001,60.580002,61.500000,59.032299,29627900
2020-08-13,61.400002,62.160000,60.110001,60.349998,57.928444,24906200
2020-08-14,60.349998,61.430000,60.299999,61.349998,58.888317,17848800
2020-08-17,61.779999,62.599998,61.150002,62.230000,59.733009,42786400
2020-08-18,63.299999,63.700001,62.849998,63.060001,60.529705,32205700
2020-08-19,63.410000,63.880001,62.330002,62.389999,59.886589,23537900
2020-08-20,61.820000,63.500000,61.669998,62.950001,60.424118,25866600
2020-08-21,62.410000,62.790001,61.509998,62.200001,59.704212,27242700
2020-08-24,62.939999,63.130001,62.240002,62.959999,60.433716,17944700
2020-08-25,62.799999,62.840000,61.049999,61.619999,59.147484,23543000
2020-08-26,61.660000,62.349998,61.240002,61.750000,59.272270,23924400
2020-08-27,61.689999,62.180000,60.330002,60.790001,58.350792,18201900
2020-08-28,61.180000,61.700001,60.630001,61.099998,58.648350,15040300
2020-08-31,61.099998,61.150002,59.680000,59.680000,57.285328,31080000
2020-09-01,60.290001,61.790001,60.200001,61.759998,59.281868,24197700
2020-09-02,61.900002,62.340000,60.320000,61.320000,58.859524,21797200
2020-09-03,60.000000,60.549999,58.849998,59.320000,56.939774,36117400
2020-09-04,59.709999,60.500000,58.700001,60.490002,58.062828,26636700
2020-09-08,59.590000,59.759998,58.910000,59.270000,56.891781,14663800
2020-09-09,59.900002,60.330002,59.369999,60.000000,57.592487,16481700
2020-09-10,60.000000,60.200001,58.320000,58.529999,56.181473,19431400
2020-09-11,60.049999,62.299999,59.840000,61.950001,59.464245,46057000
2020-09-14,62.799999,63.349998,61.380001,61.910000,59.425850,35710200
2020-09-15,62.709999,63.650002,62.150002,62.599998,60.088161,32570600
2020-09-16,62.320000,62.500000,60.650002,60.970001,58.523567,28843500
2020-09-17,60.400002,62.419998,60.110001,62.080002,59.589031,31397500
2020-09-18,62.480000,63.099998,61.660000,61.660000,59.185879,33143800
2020-09-21,61.049999,61.389999,59.439999,60.000000,57.592487,53120800
2020-09-22,58.139999,58.279999,57.150002,57.810001,57.810001,23996200
2020-09-23,57.669998,59.610001,57.060001,59.099998,59.099998,37365600
2020-09-24,59.689999,59.779999,58.439999,58.660000,58.660000,31607500
2020-09-25,58.349998,59.450001,58.200001,59.250000,59.250000,27582200
2020-09-28,59.939999,60.240002,58.700001,58.779999,58.779999,30265400
2020-09-29,58.730000,59.959999,58.349998,58.349998,58.349998,26201600
2020-09-30,59.209999,60.270000,58.750000,59.110001,59.110001,25947500
2020-10-01,59.529999,59.849998,58.020000,58.860001,58.860001,22852700
2020-10-02,58.610001,59.439999,58.110001,58.320000,58.320000,23668800
2020-10-05,58.900002,59.840000,58.750000,59.590000,59.590000,17887200
2020-10-06,60.009998,60.279999,58.209999,58.619999,58.619999,21951600
2020-10-07,59.139999,60.759998,58.959999,60.169998,60.169998,27276500
2020-10-08,60.349998,61.490002,60.060001,61.290001,61.290001,22207400
2020-10-09,61.689999,61.939999,60.849998,61.599998,61.599998,21120900
2020-10-13,61.270000,62.639999,61.029999,62.139999,62.139999,18602200
2020-10-14,62.080002,63.290001,62.040001,63.000000,63.000000,22210600
2020-10-15,62.410000,62.860001,61.980000,62.470001,62.470001,16309700
2020-10-16,62.700001,63.099998,62.240002,62.240002,62.240002,15783800
2020-10-19,62.730000,63.180000,61.950001,61.950001,61.950001,29156200
2020-10-20,61.779999,62.290001,61.330002,61.840000,61.840000,25276800
2020-10-21,61.650002,63.209999,61.599998,62.849998,62.849998,21480900
2020-10-22,63.110001,63.490002,62.439999,63.099998,63.099998,32097700
2020-10-23,62.619999,63.889999,62.220001,63.480000,63.480000,20995000
2020-10-26,62.900002,63.450001,62.009998,62.500000,62.500000,18250900
2020-10-27,62.500000,62.900002,62.060001,62.529999,62.529999,18155500
2020-10-28,61.950001,62.070000,60.250000,60.259998,60.259998,23686100
2020-10-29,60.970001,62.240002,59.790001,62.020000,62.020000,37998800
2020-10-30,61.799999,62.410000,60.009998,60.549999,60.549999,27476200
2020-11-03,61.900002,63.340000,61.220001,63.340000,63.340000,32900800
2020-11-04,63.279999,63.279999,61.450001,61.580002,61.580002,27932100
2020-11-05,62.299999,63.060001,61.450001,62.549999,62.549999,25563600
2020-11-06,62.380001,63.959999,62.340000,63.340000,63.340000,21039200
2020-11-09,64.150002,64.269997,62.869999,63.189999,63.189999,37728900
2020-11-10,63.240002,63.590000,62.689999,63.160000,63.160000,53960600
2020-11-11,63.180000,63.919998,63.000000,63.599998,63.599998,25908500
2020-11-12,63.570000,63.770000,62.459999,62.669998,62.669998,23726500
2020-11-13,62.730000,63.549999,62.610001,63.160000,63.160000,18662400
2020-11-16,63.500000,65.339996,62.970001,64.919998,64.919998,91477900
2020-11-17,64.800003,68.099998,64.800003,66.970001,66.970001,62475900
2020-11-18,66.989998,67.389999,66.070000,66.449997,66.449997,22854400
2020-11-19,66.709999,67.720001,66.470001,67.720001,67.720001,25928500
2020-11-23,68.809998,71.320000,68.500000,71.290001,71.290001,38662400
2020-11-24,71.050003,74.889999,70.180000,74.800003,74.800003,49842200
2020-11-25,73.800003,75.900002,73.610001,75.500000,75.500000,36269100
2020-11-26,75.419998,76.599998,75.400002,76.570000,76.570000,20359000
2020-11-27,77.000000,78.779999,76.769997,78.199997,78.199997,35777100
2020-11-30,78.849998,79.360001,77.120003,78.000000,78.000000,48594200
2020-12-01,79.830002,81.500000,79.250000,81.250000,81.250000,61441200
2020-12-02,80.900002,81.250000,77.309998,79.839996,79.839996,53703300
2020-12-03,81.000000,81.050003,78.610001,78.959999,78.959999,35158600
2020-12-04,80.099998,82.680000,80.099998,82.269997,82.269997,38441000
2020-12-07,82.419998,82.989998,81.669998,82.949997,82.949997,27398500
2020-12-08,82.970001,83.300003,81.660004,82.900002,82.900002,28598800
2020-12-09,83.099998,83.830002,82.220001,82.699997,82.699997,26938500
2020-12-10,83.650002,85.220001,83.199997,85.000000,85.000000,41230700
2020-12-11,84.620003,85.279999,84.400002,84.760002,84.760002,17825100
2020-12-14,85.199997,85.220001,82.949997,83.550003,83.550003,20931700
2020-12-15,83.550003,85.379997,83.550003,84.500000,84.500000,18762800
2020-12-16,84.900002,86.230003,84.360001,86.220001,86.220001,23038300
2020-12-17,86.500000,87.949997,86.169998,87.199997,87.199997,21367800
2020-12-18,87.620003,88.349998,87.430000,88.190002,88.190002,13534400
2020-12-21,86.150002,87.400002,84.779999,86.860001,86.860001,31877300
2020-12-22,86.860001,86.989998,85.430000,86.940002,86.940002,23157000
2020-12-23,86.529999,87.529999,86.400002,87.360001,87.360001,17710200
2020-12-28,87.790001,88.580002,87.080002,87.309998,87.309998,26001300
2020-12-29,87.970001,88.199997,86.510002,87.070000,87.070000,19727500
2020-12-30,87.190002,87.589996,86.650002,87.449997,87.449997,30102700
